row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,svc_code,svc_code_type,svc_code_desc,svc_code_ctg,svc_code_ctg_desc,clm_cnt,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
19711523,2019,37,Dakota,MEDICARE,4,65 - 74 years,M,100,391,REV,Blood/Admin,50010,Blood and blood components,119,"1,081","$6,914.50 ",$69.14 ,$0.00 ,"$6,914.50 ",$69.14 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19713755,2019,37,Dakota,MEDICARE,4,65 - 74 years,M,267,82040,CPT/HCPCS,ASSAY OF SERUM ALBUMIN,233,Laboratory - Chemistry and hematology,512,"3,179","$5,004.30 ",$18.74 ,$5.41 ,"$4,992.04 ",$18.69 ,$5.41 ,$12.26 ,$0.04 ,$0.00 
19714619,2019,37,Dakota,MEDICARE,4,65 - 74 years,M,13,93786,CPT/HCPCS,AMBL BP MNTR W/SW REC ONLY,62,Cardiovascular procedures - Diagnostic (other),14,156,"$1,862.70 ",$143.28 ,$113.16 ,"$1,475.55 ",$113.50 ,$95.78 ,$387.15 ,$29.78 ,$17.31 
19716275,2019,37,Dakota,MEDICARE,4,65 - 74 years,M,155,P9603,CPT/HCPCS,TRAVL 1 WAY NEC LAB SPEC; ACTL MILE,239,"Transportation - Patient, provider, equipment",761,"1,800","$8,134.17 ",$52.47 ,$14.17 ,"$8,132.11 ",$52.46 ,$14.17 ,$2.06 ,$0.01 ,$0.00 
19718795,2019,37,Dakota,MEDICARE,5,75 years and older,F,164,73140,CPT/HCPCS,X-RAY EXAM OF FINGER(S),226,Radiology - Diagnostic (other),236,"1,959","$6,281.70 ",$38.30 ,$33.54 ,"$4,829.81 ",$29.45 ,$26.72 ,"$1,451.89 ",$8.85 ,$5.11 
19719851,2019,37,Dakota,MEDICARE,5,75 years and older,F,37,92555,CPT/HCPCS,SPEECH THRESHOLD AUDIOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,37,433,$882.60 ,$23.85 ,$24.15 ,$764.97 ,$20.67 ,$19.24 ,$117.63 ,$3.17 ,$4.81 
19722059,2019,37,Dakota,MEDICARE,5,75 years and older,F,11,RVC30,CPT/HCPCS,"Very High Rehab , ADL Index 11-16/30-day.",311,Skilled nursing facility services (HIPPS),12,128,"$68,693.08 ","$6,244.82 ","$5,678.41 ","$55,123.58 ","$5,011.23 ","$3,973.41 ","$13,569.50 ","$1,233.59 ",$100.00 
19724627,2019,37,Dakota,MEDICARE,5,75 years and older,M,14,82103,CPT/HCPCS,ALPHA-1-ANTITRYPSIN TOTAL,233,Laboratory - Chemistry and hematology,16,163,$392.13 ,$28.00 ,$14.66 ,$392.13 ,$28.00 ,$14.66 ,$0.00 ,$0.00 ,$0.00 
19725611,2019,37,Dakota,MEDICARE,5,75 years and older,M,33,97113,CPT/HCPCS,AQUATIC THERAPY/EXERCISES,213,Physical/occupational/speech therapy - Exercises,233,393,"$18,649.62 ",$565.14 ,$379.44 ,"$15,255.69 ",$462.29 ,$302.32 ,"$3,393.93 ",$102.84 ,$65.72 
19727339,2019,37,Dakota,MEDICARE,5,75 years and older,M,47,T2031,CPT/HCPCS,ASSISTED LIVING WAIVER; PER DIEM,237,Ancillary services,"4,160",489,"$815,485.88 ","$17,350.76 ","$12,900.70 ","$742,806.47 ","$15,804.39 ","$10,890.44 ","$72,679.41 ","$1,546.37 ",$85.54 
19732667,2019,39,Dodge,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,12,96374,CPT/HCPCS,THER/PROPH/DIAG INJ IV PUSH,231,Therapeutic procedures - Other,12,128,"$1,850.36 ",$154.19 ,$174.90 ,"$1,850.36 ",$154.19 ,$174.90 ,$0.00 ,$0.00 ,$0.00 
19736027,2019,39,Dodge,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,20,97161,CPT/HCPCS,PT EVAL LOW COMPLEX 20 MIN,212,Physical/occupational/speech therapy - Diagnostic,20,208,"$1,098.23 ",$54.91 ,$61.30 ,"$1,064.03 ",$53.20 ,$61.30 ,$34.20 ,$1.71 ,$0.00 
19742963,2019,39,Dodge,MEDICARE,4,65 - 74 years,F,41,306,REV,Bact-Micro Tests,50009,Laboratory and pathology services,65,486,"$1,184.58 ",$28.89 ,$0.00 ,"$1,184.58 ",$28.89 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18984564,2019,1,Aitkin,MEDICARE,4,65 - 74 years,F,23,99231,CPT/HCPCS,SUBSEQUENT HOSPITAL CARE,302,Hospital inpatient services,59,243,"$2,146.53 ",$93.32 ,$69.10 ,"$1,969.97 ",$85.65 ,$69.10 ,$176.56 ,$7.67 ,$0.00 
18987564,2019,1,Aitkin,MEDICARE,5,75 years and older,F,485,250,REV,Pharmacy,50008,Pharmacy and IV services,"2,195","5,597","$1,403,854.56 ","$2,894.54 ",$138.83 ,"$930,807.87 ","$1,919.19 ",$130.79 ,"$473,046.69 ",$975.35 ,$1.36 
18989772,2019,1,Aitkin,MEDICARE,5,75 years and older,F,62,Q5001,CPT/HCPCS,HOSPICE/HOME HLTH CARE PT HOME/RES,236,"Non-hospital-based care (home health, hospice)",160,648,"$56,624.31 ",$913.29 ,$0.00 ,"$56,624.31 ",$913.29 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
18992364,2019,3,Anoka,COMMERCIAL,1,18 years and under,F,14,762,REV,Observation,50026,Other Services,14,137,"$16,567.58 ","$1,183.39 ",$393.55 ,"$16,315.58 ","$1,165.39 ",$393.55 ,$252.00 ,$18.00 ,$0.00 
18994284,2019,3,Anoka,COMMERCIAL,1,18 years and under,F,149,J3010,CPT/HCPCS,INJECTION FENTANYL CITRATE 0.1 MG,240,"Medications (injections, infusions, other forms)",156,"1,753","$4,065.58 ",$27.28 ,$0.08 ,"$3,976.27 ",$26.68 ,$0.08 ,$89.31 ,$0.59 ,$0.00 
18996300,2019,3,Anoka,COMMERCIAL,1,18 years and under,M,"1,703",99394,CPT/HCPCS,PREV VISIT EST AGE 12-17,310,Office/outpatient services - Preventive visits,"1,731","20,074","$437,679.37 ",$257.00 ,$258.37 ,"$435,898.31 ",$255.95 ,$257.88 ,"$1,781.06 ",$1.04 ,$0.00 
18998772,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,"1,126",82728,CPT/HCPCS,ASSAY OF FERRITIN,233,Laboratory - Chemistry and hematology,"1,403","13,036","$34,969.14 ",$31.05 ,$26.26 ,"$23,804.66 ",$21.14 ,$19.89 ,"$11,164.48 ",$9.91 ,$0.00 
19000644,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,F,224,Q0091,CPT/HCPCS,SCR PAP SMER; OBTAIN PREP&CONVY-LAB,234,Pathology,226,"2,521","$1,421.34 ",$6.34 ,$0.00 ,"$1,418.11 ",$6.33 ,$0.00 ,$3.23 ,$0.01 ,$0.00 
19003452,2019,3,Anoka,COMMERCIAL,2,19 - 44 years,M,37,A7033,CPT/HCPCS,PILLW NASL CANNULA TYPE INTF REPL,243,DME and supplies,56,430,"$3,416.67 ",$92.34 ,$47.86 ,"$1,742.65 ",$47.09 ,$17.40 ,"$1,674.02 ",$45.24 ,$19.09 
19006236,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,24,81015,CPT/HCPCS,MICROSCOPIC EXAM OF URINE,206,"Microscopic examination (e.g., lab, toxicology)",24,287,$104.76 ,$4.36 ,$4.29 ,$63.75 ,$2.65 ,$0.08 ,$41.01 ,$1.70 ,$0.00 
19007220,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,F,92,94726,CPT/HCPCS,PULM FUNCT TST PLETHYSMOGRAP,38,Lung and bronchus procedures - Diagnostic (other),122,"1,083","$14,544.23 ",$158.08 ,$149.31 ,"$12,170.35 ",$132.28 ,$133.15 ,"$2,373.88 ",$25.80 ,$0.00 
19009212,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,14,23412,CPT/HCPCS,REPAIR ROTATOR CUFF CHRONIC,160,Muscle and tendon procedures - Therapeutic (other),33,165,"$90,154.45 ","$6,439.60 ","$6,856.30 ","$83,388.68 ","$5,956.33 ","$5,735.93 ","$6,765.77 ",$483.26 ,$203.83 
19011420,2019,3,Anoka,COMMERCIAL,3,45 - 64 years,M,259,93018,CPT/HCPCS,CARDIOVASCULAR STRESS TEST,201,Cardiac stress tests,270,"3,060","$11,824.39 ",$45.65 ,$42.03 ,"$7,966.80 ",$30.75 ,$34.96 ,"$3,857.59 ",$14.89 ,$0.00 
19014156,2019,3,Anoka,COMMERCIAL,4,65 - 74 years,F,11,88341,CPT/HCPCS,IMMUNOHISTO ANTB ADDL SLIDE,234,Pathology,23,132,"$1,049.51 ",$95.41 ,$17.87 ,"$1,049.51 ",$95.41 ,$17.87 ,$0.00 ,$0.00 ,$0.00 
19017252,2019,3,Anoka,COMMERCIAL,5,75 years and older,F,59,450,REV,Emerg Room,50022,Emergency room services,83,669,"$20,649.07 ",$349.98 ,$15.65 ,"$20,649.07 ",$349.98 ,$15.65 ,$0.00 ,$0.00 ,$0.00 
19020732,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,17,30300,CPT/HCPCS,REMOVE NASAL FOREIGN BODY,229,Nonoperative removal of foreign body,29,199,"$2,234.07 ",$131.41 ,$82.57 ,"$2,234.07 ",$131.41 ,$82.57 ,$0.00 ,$0.00 ,$0.00 
19022436,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,27,A4927,CPT/HCPCS,GLOVES NON-STERILE PER 100,243,DME and supplies,201,318,"$6,007.55 ",$222.50 ,$203.55 ,"$6,007.55 ",$222.50 ,$203.55 ,$0.00 ,$0.00 ,$0.00 
19024380,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,15,82805,CPT/HCPCS,BLOOD GASES W/O2 SATURATION,205,Arterial blood gases,17,180,$154.38 ,$10.29 ,$0.00 ,$154.38 ,$10.29 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19025556,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,E1028,CPT/HCPCS,WC ACCSS MANL SWINGAWAY OTH CNTRL,243,DME and supplies,13,132,"$5,927.31 ",$538.84 ,$609.64 ,"$5,927.31 ",$538.84 ,$609.64 ,$0.00 ,$0.00 ,$0.00 
19028076,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,108,82803,CPT/HCPCS,BLOOD GASES ANY COMBINATION,205,Arterial blood gases,124,"1,203","$1,623.57 ",$15.03 ,$0.00 ,"$1,552.65 ",$14.37 ,$0.00 ,$70.92 ,$0.65 ,$0.00 
19029276,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,13,A6448,CPT/HCPCS,LT COMPRS BANDGE ELAST WDTH < 3 IN,243,DME and supplies,14,152,$73.68 ,$5.66 ,$1.49 ,$73.68 ,$5.66 ,$1.49 ,$0.00 ,$0.00 ,$0.00 
19746083,2019,39,Dodge,MEDICARE,4,65 - 74 years,M,16,G0010,CPT/HCPCS,ADMINISTRATION HEPATITIS B VACCINE,228,Prophylactic vaccinations and inoculations,23,192,$383.75 ,$23.98 ,$17.10 ,$383.75 ,$23.98 ,$17.10 ,$0.00 ,$0.00 ,$0.00 
19749011,2019,39,Dodge,MEDICARE,5,75 years and older,M,45,84075,CPT/HCPCS,ASSAY ALKALINE PHOSPHATASE,233,Laboratory - Chemistry and hematology,88,528,$439.67 ,$9.77 ,$5.63 ,$439.67 ,$9.77 ,$5.63 ,$0.00 ,$0.00 ,$0.00 
19752059,2019,41,Douglas,COMMERCIAL,1,18 years and under,M,15,A7003,CPT/HCPCS,ADMN SET SM VOL NONFILTR NEB DISPBL,243,DME and supplies,16,171,$63.46 ,$4.23 ,$1.68 ,$35.58 ,$2.37 ,$0.06 ,$27.88 ,$1.85 ,$1.50 
19755995,2019,41,Douglas,COMMERCIAL,3,45 - 64 years,F,11,64484,CPT/HCPCS,NJX AA&/STRD TFRM EPI L/S EA,5,Spinal canal stimulator insertion and injection,20,132,"$3,493.28 ",$317.57 ,$293.44 ,"$2,584.03 ",$234.91 ,$120.90 ,$909.25 ,$82.65 ,$0.00 
19758395,2019,41,Douglas,COMMERCIAL,3,45 - 64 years,M,22,82040,CPT/HCPCS,ASSAY OF SERUM ALBUMIN,233,Laboratory - Chemistry and hematology,43,245,$819.66 ,$37.25 ,$28.11 ,$587.21 ,$26.69 ,$15.18 ,$232.45 ,$10.56 ,$1.02 
19761707,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,85,90460,CPT/HCPCS,IM ADMIN 1ST/ONLY COMPONENT,228,Prophylactic vaccinations and inoculations,114,922,"$2,665.55 ",$31.35 ,$21.22 ,"$2,665.55 ",$31.35 ,$21.22 ,$0.00 ,$0.00 ,$0.00 
19764587,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,128,87186,CPT/HCPCS,MICROBE SUSCEPTIBLE MIC,206,"Microscopic examination (e.g., lab, toxicology)",170,"1,406",$625.08 ,$4.88 ,$0.00 ,$625.08 ,$4.88 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19767923,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,32,81025,CPT/HCPCS,URINE PREGNANCY TEST,200,Urinary system (nonoperative) measurements,39,372,$94.65 ,$2.95 ,$0.00 ,$94.65 ,$2.95 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19770899,2019,41,Douglas,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,95,Q9967,CPT/HCPCS,LOCM 300-399 MG/ML I CONC PER ML,243,DME and supplies,159,"1,065",$264.55 ,$2.78 ,$0.00 ,$264.55 ,$2.78 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19776755,2019,41,Douglas,MEDICARE,3,45 - 64 years,F,13,G8978,CPT/HCPCS,MOB:WALK MOV ARND FCN LIM CUR STS,999,HCPCS Level II codes not classified,16,156,"$2,426.89 ",$186.68 ,$159.08 ,"$1,715.26 ",$131.94 ,$67.32 ,$711.63 ,$54.74 ,$32.87 
19779803,2019,41,Douglas,MEDICARE,4,65 - 74 years,F,245,73562,CPT/HCPCS,X-RAY EXAM OF KNEE 3,226,Radiology - Diagnostic (other),699,"2,940","$25,046.07 ",$102.22 ,$28.61 ,"$19,276.09 ",$78.67 ,$19.08 ,"$5,769.98 ",$23.55 ,$2.86 
19782587,2019,41,Douglas,MEDICARE,4,65 - 74 years,M,141,74177,CPT/HCPCS,CT ABD & PELV W/CONTRAST,179,CT scan - Abdomen,342,"1,644","$42,844.21 ",$303.85 ,$176.63 ,"$36,559.00 ",$259.28 ,$143.74 ,"$6,285.21 ",$44.57 ,$18.33 
19785227,2019,41,Douglas,MEDICARE,5,75 years and older,F,18,64635,CPT/HCPCS,DESTROY LUMB/SAC FACET JNT,8,Nervous system procedures - Therapeutic (other),59,216,"$28,417.56 ","$1,578.75 ","$1,900.88 ","$23,735.05 ","$1,318.61 ","$1,515.16 ","$4,682.51 ",$260.13 ,$298.59 
19787099,2019,41,Douglas,MEDICARE,5,75 years and older,F,41,Q3014,CPT/HCPCS,TELEHEALTH ORIG SITE FACILITY FEE,245,Telehealth,81,463,"$1,556.04 ",$37.95 ,$25.73 ,"$1,273.16 ",$31.05 ,$20.50 ,$282.88 ,$6.89 ,$0.00 
19789355,2019,41,Douglas,MEDICARE,5,75 years and older,M,19,C1725,CPT/HCPCS,CATHETER TRNSLUM ANGPLSTY NON-LASER,243,DME and supplies,25,228,"$3,353.03 ",$176.47 ,$0.00 ,"$2,384.22 ",$125.48 ,$0.00 ,$968.81 ,$50.99 ,$0.00 
19793339,2019,43,Faribault,COMMERCIAL,3,45 - 64 years,M,27,300,REV,Laboratory (Lab),50009,Laboratory and pathology services,34,315,"$10,749.03 ",$398.11 ,$112.64 ,"$10,670.23 ",$395.19 ,$112.64 ,$78.80 ,$2.91 ,$0.00 
19797875,2019,43,Faribault,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,32,A0425,CPT/HCPCS,GROUND MILEAGE PER STATUTE MILE,239,"Transportation - Patient, provider, equipment",57,361,"$23,910.57 ",$747.20 ,$301.12 ,"$23,910.57 ",$747.20 ,$301.12 ,$0.00 ,$0.00 ,$0.00 
19803635,2019,43,Faribault,MEDICARE,2,19 - 44 years,F,23,80053,CPT/HCPCS,COMPREHEN METABOLIC PANEL,233,Laboratory - Chemistry and hematology,43,276,"$1,717.19 ",$74.66 ,$0.00 ,"$1,541.94 ",$67.04 ,$0.00 ,$175.25 ,$7.61 ,$0.00 
19808315,2019,43,Faribault,MEDICARE,4,65 - 74 years,F,13,82962,CPT/HCPCS,GLUCOSE BLOOD TEST,233,Laboratory - Chemistry and hematology,17,156,$176.61 ,$13.58 ,$0.00 ,$176.61 ,$13.58 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19810763,2019,43,Faribault,MEDICARE,4,65 - 74 years,M,13,A0431,CPT/HCPCS,AMB SRVC AIR TRNSPRT 1 WAY ROTARY,239,"Transportation - Patient, provider, equipment",17,144,"$79,539.91 ","$6,118.45 ","$5,383.30 ","$67,343.45 ","$5,180.26 ","$4,289.13 ","$12,196.46 ",$938.18 ,"$1,094.17 "
19812611,2019,43,Faribault,MEDICARE,5,75 years and older,F,161,99284,CPT/HCPCS,EMERGENCY DEPT VISIT,304,Emergency department services,299,"1,863","$38,223.39 ",$237.41 ,$114.40 ,"$31,892.82 ",$198.09 ,$91.51 ,"$6,330.57 ",$39.32 ,$19.48 
19031748,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,42,80177,CPT/HCPCS,DRUG SCRN QUAN LEVETIRACETAM,235,Laboratory - Other,67,479,$917.95 ,$21.85 ,$14.71 ,$917.95 ,$21.85 ,$14.71 ,$0.00 ,$0.00 ,$0.00 
19033308,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,31,G0103,CPT/HCPCS,PROSTATE CANCER SCREENING; PSA TEST,233,Laboratory - Chemistry and hematology,32,322,$764.51 ,$24.66 ,$24.04 ,$764.51 ,$24.66 ,$24.04 ,$0.00 ,$0.00 ,$0.00 
19035876,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,38,82105,CPT/HCPCS,ALPHA-FETOPROTEIN SERUM,233,Laboratory - Chemistry and hematology,58,433,$906.08 ,$23.84 ,$19.01 ,$906.08 ,$23.84 ,$19.01 ,$0.00 ,$0.00 ,$0.00 
19036980,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,80,A0429,CPT/HCPCS,AMB SERVICE BLS EMERGENCY TRANSPORT,239,"Transportation - Patient, provider, equipment",118,885,"$42,898.48 ",$536.23 ,$438.63 ,"$42,888.88 ",$536.11 ,$438.63 ,$9.60 ,$0.12 ,$0.00 
19039692,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,31,73070,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),49,340,"$1,981.43 ",$63.91 ,$18.33 ,"$1,944.76 ",$62.73 ,$18.10 ,$36.67 ,$1.18 ,$0.00 
19041252,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,279,A7035,CPT/HCPCS,HEADGEAR USED W/POS ARWAY PRSS DEVC,243,DME and supplies,374,"3,237","$11,558.82 ",$41.42 ,$38.01 ,"$11,558.82 ",$41.42 ,$38.01 ,$0.00 ,$0.00 ,$0.00 
19044084,2019,3,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,11,460,REV,Pulmonary Func,50016,Respiratory and pulmonary services,11,120,$6.40 ,$0.58 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$6.40 ,$0.58 ,$0.00 
19048164,2019,3,Anoka,MEDICARE,2,19 - 44 years,F,11,460,REV,Pulmonary Func,50016,Respiratory and pulmonary services,17,126,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19051596,2019,3,Anoka,MEDICARE,2,19 - 44 years,M,15,99211,CPT/HCPCS,OFFICE O/P EST MINIMAL PROB,300,Office/outpatient services - Office visits,83,180,"$1,776.40 ",$118.42 ,$38.86 ,"$1,165.55 ",$77.70 ,$20.65 ,$610.85 ,$40.72 ,$19.56 
19054956,2019,3,Anoka,MEDICARE,3,45 - 64 years,F,24,95250,CPT/HCPCS,CONT GLUC MNTR PHYS/QHP EQP,11,Endocrine procedures - Diagnostic,27,286,"$3,084.79 ",$128.53 ,$151.81 ,"$2,511.03 ",$104.62 ,$120.95 ,$573.76 ,$23.90 ,$30.86 
19058028,2019,3,Anoka,MEDICARE,3,45 - 64 years,M,11,75635,CPT/HCPCS,CT ANGIO ABDOMINAL ARTERIES,189,Contrast aortogram,20,132,"$2,058.32 ",$187.12 ,$230.90 ,"$1,658.57 ",$150.77 ,$184.66 ,$399.75 ,$36.34 ,$46.24 
19059636,2019,3,Anoka,MEDICARE,3,45 - 64 years,M,11,E1028,CPT/HCPCS,WC ACCSS MANL SWINGAWAY OTH CNTRL,243,DME and supplies,111,127,"$2,172.77 ",$197.52 ,$66.50 ,"$1,716.99 ",$156.09 ,$52.15 ,$455.78 ,$41.43 ,$17.10 
19062684,2019,3,Anoka,MEDICARE,4,65 - 74 years,F,33,77307,CPT/HCPCS,TELETHX ISODOSE PLAN CPLX,211,Radiology - Therapeutic,34,355,"$9,186.74 ",$278.38 ,$290.12 ,"$8,270.29 ",$250.61 ,$265.65 ,$916.45 ,$27.77 ,$30.69 
19063932,2019,3,Anoka,MEDICARE,4,65 - 74 years,F,22,97022,CPT/HCPCS,WHIRLPOOL THERAPY,213,Physical/occupational/speech therapy - Exercises,41,264,$467.57 ,$21.25 ,$12.53 ,$320.97 ,$14.58 ,$10.09 ,$146.60 ,$6.66 ,$2.45 
19065372,2019,3,Anoka,MEDICARE,4,65 - 74 years,F,66,L8000,CPT/HCPCS,BREAST PROS MAST BRA NO INTEG FORM,243,DME and supplies,119,792,"$8,954.60 ",$135.67 ,$124.34 ,"$7,190.47 ",$108.94 ,$99.07 ,"$1,764.13 ",$26.72 ,$24.98 
19067652,2019,3,Anoka,MEDICARE,4,65 - 74 years,M,50,73070,CPT/HCPCS,X-RAY EXAM OF ELBOW,226,Radiology - Diagnostic (other),76,590,"$1,146.52 ",$22.93 ,$26.73 ,$870.76 ,$17.41 ,$21.29 ,$275.76 ,$5.51 ,$4.07 
19068924,2019,3,Anoka,MEDICARE,4,65 - 74 years,M,20,95117,CPT/HCPCS,IMMUNOTHERAPY INJECTIONS,228,Prophylactic vaccinations and inoculations,239,240,"$2,466.73 ",$123.33 ,$128.89 ,"$1,998.24 ",$99.91 ,$105.56 ,$468.49 ,$23.42 ,$12.74 
19072188,2019,3,Anoka,MEDICARE,5,75 years and older,F,35,45381,CPT/HCPCS,COLONOSCOPY SUBMUCOUS NJX,76,Colonoscopy and biopsy,55,408,"$8,986.32 ",$256.75 ,$123.75 ,"$7,933.99 ",$226.68 ,$111.72 ,"$1,052.33 ",$30.06 ,$3.28 
19073628,2019,3,Anoka,MEDICARE,5,75 years and older,F,299,90670,CPT/HCPCS,PCV13 VACCINE IM,228,Prophylactic vaccinations and inoculations,306,"3,566","$61,410.42 ",$205.38 ,$211.02 ,"$61,278.86 ",$204.94 ,$211.02 ,$131.56 ,$0.44 ,$0.00 
19074876,2019,3,Anoka,MEDICARE,5,75 years and older,F,23,G0424,CPT/HCPCS,PULM REHAB EXER 1 HR SESS 2 PER DAY,217,Respiratory therapy - Other,185,271,"$16,353.04 ",$711.00 ,$785.22 ,"$12,212.72 ",$530.98 ,$603.24 ,"$4,140.32 ",$180.01 ,$190.02 
19076532,2019,3,Anoka,MEDICARE,5,75 years and older,M,22,2026F,CPT/HCPCS,EYE IMG VALID EVC RTNOPTHY,998,CPT codes not classified (F codes),101,248,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19816115,2019,45,Fillmore,COMMERCIAL,2,19 - 44 years,F,31,370,REV,Anesthesia,50005,Anesthesia services,36,360,"$43,000.63 ","$1,387.11 ","$1,256.68 ","$40,526.17 ","$1,307.29 ","$1,242.56 ","$2,474.46 ",$79.82 ,$0.00 
19821731,2019,45,Fillmore,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,37,90847,CPT/HCPCS,FAMILY PSYTX W/PT 50 MIN,218,"Psychological and psychiatric evaluation, therapy",232,440,"$21,728.83 ",$587.26 ,$269.78 ,"$21,728.83 ",$587.26 ,$269.78 ,$0.00 ,$0.00 ,$0.00 
19827083,2019,45,Fillmore,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,19,80307,CPT/HCPCS,DRUG TEST PRSMV CHEM ANLYZR,235,Laboratory - Other,66,209,"$3,935.06 ",$207.10 ,$64.60 ,"$3,935.06 ",$207.10 ,$64.60 ,$0.00 ,$0.00 ,$0.00 
19833059,2019,45,Fillmore,MEDICARE,3,45 - 64 years,M,47,J3010,CPT/HCPCS,INJECTION FENTANYL CITRATE 0.1 MG,240,"Medications (injections, infusions, other forms)",65,543,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19836059,2019,45,Fillmore,MEDICARE,4,65 - 74 years,M,36,74018,CPT/HCPCS,X-RAY EXAM ABDOMEN 1 VIEW,226,Radiology - Diagnostic (other),103,411,"$2,050.18 ",$56.94 ,$14.24 ,"$1,532.40 ",$42.56 ,$9.09 ,$517.78 ,$14.38 ,$1.85 
19838771,2019,45,Fillmore,MEDICARE,5,75 years and older,F,16,88332,CPT/HCPCS,PATH CONSULT INTRAOP ADDL,234,Pathology,47,192,"$2,264.70 ",$141.54 ,$66.89 ,"$1,915.98 ",$119.74 ,$58.99 ,$348.72 ,$21.79 ,$6.46 
19841411,2019,45,Fillmore,MEDICARE,5,75 years and older,M,11,99451,CPT/HCPCS,NTRPROF PH1/NTRNET/EHR 5/>,245,Telehealth,13,132,$467.93 ,$42.53 ,$36.40 ,$381.54 ,$34.68 ,$29.11 ,$86.39 ,$7.85 ,$7.29 
19845539,2019,47,Freeborn,COMMERCIAL,3,45 - 64 years,F,12,86200,CPT/HCPCS,CCP ANTIBODY,235,Laboratory - Other,12,140,"$1,240.13 ",$103.34 ,$137.55 ,$855.42 ,$71.28 ,$70.14 ,$384.71 ,$32.05 ,$1.52 
19849523,2019,47,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,11,402,REV,Ultrasound,50014,Other imaging and diagnostic services,12,99,$114.62 ,$10.42 ,$0.00 ,$114.62 ,$10.42 ,$0.00 ,$0.00 ,$0.00 ,$0.00 
19851851,2019,47,Freeborn,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,15,92567,CPT/HCPCS,TYMPANOMETRY,220,Ophthalmologic/otologic diagnosis and treatment,19,180,$381.59 ,$25.43 ,$10.97 ,$381.59 ,$25.43 ,$10.97 ,$0.00 ,$0.00 ,$0.00 
